Tweet
"Resultado histórico é impressionante ! Uma maior autonomia energética é estratégica para 🇵🇹 Estranhamente, ninguém abordou o tema da energia na última campanha das #legislativas2024."
"“serviço militar pode voltar a ser obrigatório em Portugal”, desculpa o quê ? repete lá isso ? #legislativas2024"
"Enquanto estava António Costa no poder tínhamos um país incrível, agora que temos Montenegro ainda a assumir funções já há problemas em todo o lado. #Legislativas2024"
"Tendo em conta a escassez de médicos no #SNS, faz todo o sentido não tirar mais um para chefiar o ministério da saúde. #Legislativas2024 #PSD #MiguelGuimarães"
"Não estou a ver José Pedro Aguiar-Branco a cumprir o seu mandato na AR, muito menos Francisco Assis. Muita instabilidade com esta “vitoria” fraca por parte da AD. #Portugal #Legislativas2024"
"@LMontenegroPSD apresentou a sua equipa para o novo governo de Portugal. Que acham dos novos membros? Alguma estabilidade apresentada com estes nomes, ou caminhamos para novas eleições num futuro muito próximo? #Portugal #legislativas2024"
"Não sendo fan do mesmo, acho que tem razão de um certo ponto. A política atualmente é uma política baixa tanto da esquerda como da direita, com ataques constantes muitas vezes de caráter pessoal, narrativas com pouca substância para o cidadão. #Portugal #legislativas2024"
"Podem gostar, ou não gostar. Facto é que o Chega não se vai deixar enrolar pelo sistema. Ou há entendimento sério, transparente, claro, ou “Não é não!” Habituem-se a continuar a ver o verdadeiro cenário: PS=PSD, os mesmos que atrasaram 🇵🇹 nestas décadas. Nem me admira a AD governar com o Orçamento que chumbou, proposto pela maioria do PS, a que caiu por corrupção."
"Se a não eleição de Aguiar Branco foi estratégia do Chega para obrigar a AD a cooperar com o PS e depois continuar a vender a história PSD = PS, então o Chega até esteve bem, mas esteve bem de uma maneira que não cai bem a muitos eleitores."
"Ao que o semanário Expresso apurou, das conversas entre Pedro Nuno Santos e Luís Montenegro que aconteceram esta manhã, saiu uma solução de legislatura dividida em dois, na presidência da Assembleia da República."
"PSD perde a face como oposição ao PS e vai abaixo dos 20% na próxima eleição, enquanto o Chega se isola como a real oposição à esquerda. Estes gajos da AD são péssimos."
"A culpa é do povo que é burrinho, a culpa é da narrativa fascista que é demasiado aliciante, a culpa é do fulano X da comunicação social que influenciou o povo burrinho, a culpa é do malandro do PSD que aproveita a onda, a culpa é do que votou em branco e do que se absteve"
"Se a adn eleger mesmo um deputado, estavas vão ser mesmo as eleições mais engraçadas de sempre (no mau sentido) omg eu não acredito nisto #legislativas2024"
"Tou tão envergonhada, e mais envergonha por votarem numa sigla errada, quer aos jovens que não votaram e o pior dos meus sentimentos vai para os jovens que votaram chega, malta atirem-se da ponte maior do país e de mãos dadas. #legislativas2024"
"Adoro as pessoas que dizem que agora a direita vai salvar o país. Epah ganhem juízo mas é... #Legislativas2024 #legislativas2024"
"São contra os atos de racismo, discriminação, isto e aquilo, e depois só vejo comentários de ódio e maldosos para quem votou no Chega. Coerência por favor. #legislativas2024"
"O André Ventura diz que vai acabar com os tachos, mas o que mais quer é tachos para os seu Chega. Nestes 15min de entrevista na TVI, só lhe faltou dizer “Montenegro, por favor, aceita a coligação, faço e mudo tudo o que quiseres”. O desespero está no máximo. #Legislativas2024"
"Não consigo entender como é que @LMontenegroPSD tendo ganho umas eleições, a escolha de um canal de televisão para primeira entrevista da figura do momento no rescaldo eleitoral, é André Ventura.. Depois digam que não o levam ao colo... #Legislativas2024"
"“O voto não tem preço, o voto tem consequências”. Que os resultados das eleições de ontem sejam analisados, à esquerda e à direita, que mudanças sejam feitas por Portugal e por todos nós e que todos os que agora vão fazer parte da AR saibam honrar o seu lugar. #legislativas2024"
"Qual é hipótese mais provável: 1 milhão de portugueses estúpidos, ou 3 líderes sem carisma (@LMontenegroPSD, @ruirochaliberal e @PNSpedronuno) que não ganharam a confiança dos portugueses? #legislativas2024"
"A partir de hoje temos uma missão maior não deixar que se esqueça que existiu um 25 de Abril porque os nossos pais lutaram para que estes meninos que votam no Cega o possam fazer #Legislativas2024"
"Mais um que não percebe.É é com idiotas como este que o @PartidoCHEGA vai continuar a crescer! Bem jogado, Crespo. Continua o bom trabalho!#Legislativas2024 #Legislativas24"
"Os Portugueses votaram ontem por uma mudança de política e de políticas públicas para #Portugal depois oito anos de socialismo. A #idccdi felicita o @ppdpsd e o seu líder @LMontenegroPSD por esta importante vitória nas eleições #legislativas2024."
"Estou a adorar o choro da malta de esquerda. Aprendam uma coisa: respeitem o adversário. Eu também sou de direita e tenho de lidar com isto. #legislativas2024"
"Alguem que ligue e diga para TVI quem ganhou as eleições foi Luis Montenegro pela AD. E nao André Ventura que foi o PRIMEIRO entrevistado pos eleições.#legislativas2024"
"Sobre as #Legislativas2024, deixo um conselho de amigo pois mais vale prevenir do que remediar: preparem-se para as próximas eleições legislativas para daqui a alguns meses."
"Cláudio Ramos desiludido com resultado das eleições #Eleicoes2024 #eleicoes #eleicoeslegislativas #EleicoesPortugal #legislativas2024 #legislativas #Legislativas24 #CHEGA #Ad #PS #IL #IniciativaLiberal #CDU #Livre #PAN #claudioramos https://infocul.pt/claudio-ramos-desiludido-com-resultado-das-eleicoes/ via @infocul.pt"
"perdoa-os salgueiro maia, eles não sabem o que fazem #legislativas2024"
""Não se preocupem com o local onde sepultar o meu corpo. Preocupem-se é com aqueles que querem sepultar o que ajudei a construir." 10 de março ficará marcado pelo retrocesso infeliz. #Legislativas2024"
"Um milhão de votos, um milhão de racistas, um milhão de xenófobos, um milhão de homofóbicos,um milhão de pessoas que não veem valores nem moral nem ética #legislativas2024"
"BE com 5 deputados LIVRE com 4 deputados Pequenas vitorias que me deixam feliz #legislativas2024"
"Deixem me ver se percebi é preciso ser da esquerda para ter liberdade, valorizar o 25 de abril e existir democracia #legislativas2024"
"É vergonhoso ver o PS em 2° e até provavelmente ficar em 1° depois de vermos e vivermos anos de extrema pobreza que o "socialismo" trouxe. Espero que NUNCA reclamem da economia e o estado de a empregabilidade oferecida neste país de novo. #legislativas2024"
"o facto de eleitores da AD terem votado no ADN por engano prova precisamente um ponto..."
"Não dá para entender estarem mais indignados com a votação no PS, do que chocados com a ascensão do chega… infelizmente votos de burros chegam ao céu… #legislativas2024"
"não chega terem faltado às aulas de história, também faltaram às aulas de português #legislativas2024"
"Era assim uma solução tão descabida AD e PS governarem juntos por um bem maior, a nossa vida, o nosso futuro, a nossa estabilidade, o nosso país?... sou uma lírica e sonho acordada."
"André Ventura e Rui Tavares são os grandes vencedores. O Chega consegue história com um terceiro grupo parlamentar de dimensão."
"Os votos que o PS perdeu foram praticamente todos, com exceção de alguns que foram para os extremistas de esquerda, quase todos para o Chega. O PSD tem que repensar em como vai conquistar de novo estas pessoas. Quase todos os descontentes votaram Chega. O país tem que refletir."
"Assim como António Costa ter perdido as eleições para a PAF foi um falhanço para o PS, a AD (PSD e CDS) não vencer claramente este PS é um falhanço, por muitas voltas que queiram dar."
"Todas as bancas rotas foram causadas pelo PS e mais 9 demissões em 9 meses e querias continuar com o PS... 8 anos disto já cansa. Todos os setores na ruína, imigração descontrolada...Queres mais motivos para votar à direita?"
"Se o universo de eleitores que votaram fosse igual, seria facil de presumir que foi ao PS. Mas como votaram muitos mais pessoas, vindas da abstenção, as % diluíram-se. O CHEGA teve força da abstenção que decidiu votar."
"18%. Mas importante a vitória do PS, até pela simbologia!"
"PS e PCP os derrotados destas eleições a nível de votantes perdidos, os outros partidos todos acabam por crescer, e claramente muita gente que não votou em 2022 a votar agora e a votar na direita, quando fazem 50 anos desde o 25 de Abril, os fascistas saíram do armário."
"Rodrigo Guedes de Carvalho diz "slash" no meio de uma discussão sobre o povo que não distingue a AD da ADN"
"Os que vivem no Algarve e não são algarvios, ninguém votou no Chega? És burra que até dói, já viste os votos do Chega em Portugal ou também não és portuguesa?"
"O Chega se tornar uma força com essa magnitude é extremamente preocupante para a democracia lusitana. Mas, os patrícios precisam continuar a luta, pros fascistas não passarem novamente."
"Isso é a conversa da treta. Mal estamos agora e pior só ficaremos se isto assim continuar. PS é a ruína do país, está na história."
"Um grande obrigado ao Pedro Coelho pela constante campanha que desde sempre vem fazendo ao Chega. Apesar de completamente obtuso e persecutorio, o seu trabalho dito de “investigação” acabou por contribuir para o excelente resultado do Chega. O meu voto no Chega a si se deve."
"Adn tirou deputados da ad em viseu, coimbra e lisboa"
"Amigos já que nessa altura a maior parte de vocês nem 10 anos tinha eu explico: PS E PSD são a mesma merda. Há vários de má gestão dos dois lados, corrupção à vontade, uns mais conservadores outros mais liberais. mas essa situação em específico ocorreu no governo do PSD. Dúvidas?"
